FFTBin#,Frequency (Hz),Ch0 Mean (db),Ch0 Std Dev(db),Ch1 Mean (db),Ch1 Std Dev(db)
3769,10144.8303,-27.9937,4.5895,-28.2508,5.8807
3770,10147.5220,-24.4869,5.0786,-26.1194,4.2118
3771,10150.2136,-23.4138,4.2539,-23.9455,4.0308
3772,10152.9053,-23.1607,4.4877,-23.8046,4.6996
3773,10155.5969,-23.7371,3.2016,-24.9826,4.3202
3774,10158.2886,-26.6981,5.1537,-26.9448,7.3190
3775,10160.9802,-25.3819,5.5846,-24.1977,4.4563
3776,10163.6719,-22.0527,5.8616,-22.4490,4.8877
3777,10166.3635,-23.5456,5.3715,-23.7940,5.7623
3778,10169.0552,-23.2604,4.9287,-24.8402,5.9033
3779,10171.7468,-23.9989,4.8483,-26.5968,5.6485
3780,10174.4385,-25.1871,4.9761,-24.9694,4.7267
3781,10177.1301,-24.2470,4.2781,-24.7733,5.9667
3782,10179.8218,-25.8630,5.1732,-25.4640,5.4143
3783,10182.5134,-27.6316,6.2589,-26.4442,6.4100
3784,10185.2051,-28.3686,5.7454,-25.8749,6.1931
3785,10187.8967,-26.3982,5.0625,-25.0104,5.5590
3786,10190.5884,-25.1566,4.7176,-26.8871,6.0755
3787,10193.2800,-26.0249,5.3589,-26.7718,5.2098
3788,10195.9717,-25.6147,5.2379,-25.2783,6.4054
3789,10198.6633,-24.3344,6.5447,-26.1344,5.8898
3790,10201.3550,-24.4201,5.7098,-24.8571,5.1201
3791,10204.0466,-25.1258,4.2120,-25.4433,4.9634
3792,10206.7383,-26.9666,4.9348,-25.7504,4.4881
3793,10209.4299,-26.8823,5.1386,-26.2223,4.9088
3794,10212.1216,-27.8296,5.8864,-25.5539,5.9303
3795,10214.8132,-26.1617,6.5802,-27.4120,6.3886
3796,10217.5049,-24.8579,5.0997,-25.6702,5.1679
3797,10220.1965,-24.3591,4.7350,-23.8525,4.9189
3798,10222.8882,-23.5028,5.0545,-25.8964,6.5733
3799,10225.5798,-24.5935,5.3824,-25.2567,3.8951
3800,10228.2715,-24.5485,5.2060,-23.6751,4.6606
3801,10230.9631,-24.5788,3.9355,-25.0585,6.1522
3802,10233.6548,-28.4871,8.4346,-26.8354,4.5142
3803,10236.3464,-25.5554,4.9957,-25.8674,3.9859
3804,10239.0381,-25.2498,4.4654,-26.4240,5.9385
3805,10241.7297,-24.5604,5.2505,-24.3405,3.8248
3806,10244.4214,-25.1630,5.7437,-25.6510,4.9571
3807,10247.1130,-25.2695,5.9156,-24.9327,4.7955
3808,10249.8047,-26.0445,4.9734,-25.3841,4.8321
3809,10252.4963,-25.8692,4.6846,-28.3356,6.4963
3810,10255.1880,-26.4830,3.8508,-25.5165,4.3686
3811,10257.8796,-25.7612,6.1179,-24.3762,4.9606
3812,10260.5713,-26.5031,7.2149,-23.5850,6.0128
3813,10263.2629,-24.9632,3.2091,-22.7703,5.5094
3814,10265.9546,-23.8723,4.6719,-24.4181,5.3841
3815,10268.6462,-26.3941,4.7819,-26.7028,4.5841
3816,10271.3379,-25.7652,5.3893,-25.6346,5.5768
3817,10274.0295,-24.5890,4.3414,-24.9983,4.5180
3818,10276.7212,-24.8043,4.8411,-24.3503,4.2744
3819,10279.4128,-23.1948,5.1716,-24.4544,4.4674
3820,10282.1045,-25.2007,5.0864,-24.6254,4.8890
3821,10284.7961,-27.7129,4.5761,-26.0479,5.8784
3822,10287.4878,-26.0121,4.6516,-25.5919,4.1568
3823,10290.1794,-24.7851,4.5650,-24.3238,4.6705
3824,10292.8711,-25.4259,5.1813,-26.6837,5.8602
3825,10295.5627,-26.8620,6.6971,-26.8452,3.8676
3826,10298.2544,-28.5844,7.8508,-26.4809,5.7716
3827,10300.9460,-26.5955,5.8836,-25.1674,3.6777
3828,10303.6377,-27.4630,5.8218,-27.1516,4.8664
3829,10306.3293,-25.4776,4.7120,-24.7121,4.1221
3830,10309.0210,-26.3926,6.5825,-26.2911,4.6965
3831,10311.7126,-25.5133,5.6438,-25.9519,4.6821
3832,10314.4043,-25.4625,4.3503,-24.7776,5.5819
3833,10317.0959,-25.2883,4.4229,-26.6967,6.2376
3834,10319.7876,-23.7859,5.4126,-26.3744,5.4901
3835,10322.4792,-24.9783,3.5195,-26.2603,5.2712
3836,10325.1709,-25.2657,5.1012,-26.4378,6.1790
3837,10327.8625,-25.5277,4.9821,-26.5511,5.3166
3838,10330.5542,-25.9145,4.5258,-25.6844,4.7124
3839,10333.2458,-24.9332,5.5578,-24.6363,5.1630
3840,10335.9375,-26.2982,6.8559,-25.6575,6.3790
3841,10338.6292,-24.4915,4.8572,-23.9291,4.6878
3842,10341.3208,-25.9465,5.7727,-24.9102,3.3229
3843,10344.0125,-24.8352,3.0593,-24.1547,3.3582
3844,10346.7041,-24.7092,3.7240,-25.2381,4.7567
3845,10349.3958,-24.1435,4.5586,-24.7215,3.7222
3846,10352.0874,-22.8218,3.5408,-23.8779,4.0557
3847,10354.7791,-22.9382,3.4385,-25.4958,3.6847
3848,10357.4707,-24.5774,6.2861,-25.5125,4.6950
3849,10360.1624,-23.5852,4.4814,-25.1931,4.8094
3850,10362.8540,-24.7872,5.3045,-24.3469,3.9509
3851,10365.5457,-25.5048,3.2215,-27.2670,4.6304
3852,10368.2373,-26.3714,5.8810,-27.5046,5.6344
3853,10370.9290,-25.8769,4.6860,-26.7549,4.7624
3854,10373.6206,-24.2622,4.6442,-26.4819,5.3310
3855,10376.3123,-23.4052,5.3645,-26.7601,4.2526
3856,10379.0039,-24.8905,6.0185,-25.7424,5.7172
3857,10381.6956,-24.8992,5.6100,-26.3937,5.0810
3858,10384.3872,-24.9103,4.1123,-28.1831,6.9629
3859,10387.0789,-24.6435,4.1463,-26.2681,6.0843
3860,10389.7705,-25.3605,3.6289,-25.6011,5.1309
3861,10392.4622,-25.9326,4.4041,-25.3061,4.4931
3862,10395.1538,-26.5247,5.5592,-25.2372,5.0088
3863,10397.8455,-25.8999,5.0180,-26.6956,5.0334
3864,10400.5371,-24.9880,4.0106,-26.9920,5.6643
3865,10403.2288,-24.0997,5.3362,-24.2399,5.5942
3866,10405.9204,-25.6093,4.8839,-25.1621,5.4557
3867,10408.6121,-24.5242,4.1094,-24.3538,3.2324
3868,10411.3037,-25.1256,4.6109,-26.3222,5.7098
3869,10413.9954,-27.6208,5.0620,-27.1220,6.3937
3870,10416.6870,-24.9439,5.0607,-24.3218,4.7830
3871,10419.3787,-26.4454,4.8250,-26.2167,5.5484
3872,10422.0703,-27.6249,4.8262,-25.6488,4.5162
3873,10424.7620,-25.0583,4.8439,-24.3934,6.0200
3874,10427.4536,-23.8378,7.0699,-24.9508,6.1063
3875,10430.1453,-24.4842,5.7522,-23.6239,5.4922
3876,10432.8369,-25.5044,5.8127,-24.6218,5.1852
3877,10435.5286,-26.0567,7.5168,-25.5750,5.7349
3878,10438.2202,-23.6004,5.4564,-24.6356,6.2560
3879,10440.9119,-24.4573,5.9164,-24.0536,3.3539
3880,10443.6035,-25.0704,5.4564,-26.0743,4.5369
3881,10446.2952,-25.6896,4.1836,-26.3001,4.2172
3882,10448.9868,-25.8188,5.4214,-26.1026,5.5470
3883,10451.6785,-24.0659,4.1431,-25.1837,3.6314
3884,10454.3701,-26.0930,6.1045,-27.1584,5.6030
3885,10457.0618,-25.2466,5.8785,-25.5041,4.7061
3886,10459.7534,-25.0501,6.5146,-23.8720,3.7678
3887,10462.4451,-26.1004,7.4243,-25.0758,5.7975
3888,10465.1367,-23.9282,3.9462,-25.2619,5.5106
3889,10467.8284,-26.4333,6.9367,-26.6617,5.4638
3890,10470.5200,-27.5002,5.0038,-24.9324,2.9930
3891,10473.2117,-25.6738,5.0595,-23.6806,4.4700
3892,10475.9033,-27.5584,5.0221,-27.2491,7.5327
3893,10478.5950,-26.9371,5.7108,-27.9190,7.0165
3894,10481.2866,-26.3698,4.8485,-25.4746,5.0665
3895,10483.9783,-24.8074,5.2751,-23.6341,3.8219
3896,10486.6699,-25.5616,6.7932,-24.5703,5.4714
3897,10489.3616,-23.9702,4.7941,-22.7560,4.9934
3898,10492.0532,-25.2995,4.1391,-24.5333,4.2020
3899,10494.7449,-26.5430,5.0073,-24.4786,3.1464
3900,10497.4365,-24.6544,3.4800,-25.1998,4.1153
3901,10500.1282,-25.4608,4.5948,-26.3312,5.9494
3902,10502.8198,-26.3876,5.2968,-25.2927,4.7887
3903,10505.5115,-23.2543,3.2242,-23.3776,4.2108
3904,10508.2031,-26.2722,4.9485,-25.7623,5.1530
3905,10510.8948,-27.2360,7.2667,-27.2194,6.6550
3906,10513.5864,-25.7104,6.4156,-27.7953,4.9252
3907,10516.2781,-25.8661,4.9953,-27.4786,5.6039
3908,10518.9697,-26.6554,4.8904,-25.5687,3.6150
3909,10521.6614,-26.3259,4.9396,-25.4089,5.7005
3910,10524.3530,-24.9321,5.1530,-24.1233,4.1377
3911,10527.0447,-25.2553,5.1715,-23.7002,5.0787
3912,10529.7363,-22.8445,3.3766,-22.9998,3.0116
3913,10532.4280,-25.2078,4.7652,-24.9509,6.2078
3914,10535.1196,-26.0676,4.9596,-26.5358,4.5398
3915,10537.8113,-26.4780,5.5527,-27.6555,5.1061
3916,10540.5029,-26.7215,5.9159,-26.5506,5.7542
3917,10543.1946,-25.3023,5.3881,-25.7598,5.7757
3918,10545.8862,-25.7412,5.7229,-26.0591,5.2290
3919,10548.5779,-23.8592,3.2888,-25.6250,5.4707
3920,10551.2695,-23.9568,4.0677,-24.1846,4.6134
3921,10553.9612,-26.3287,3.9481,-23.2152,6.2232
3922,10556.6528,-24.7432,5.9666,-24.1670,5.2369
3923,10559.3445,-23.9706,3.3348,-25.1644,4.3269
3924,10562.0361,-26.2870,5.9689,-25.4334,5.6635
3925,10564.7278,-24.6195,2.9324,-23.5327,3.5658
3926,10567.4194,-24.2614,5.9270,-26.2784,5.3390
3927,10570.1111,-25.0071,6.2719,-24.1496,4.5652
3928,10572.8027,-23.2125,4.1874,-23.5167,3.9600
3929,10575.4944,-25.0351,3.7062,-25.9023,4.6298
3930,10578.1860,-26.0803,4.6061,-25.9825,3.5425
3931,10580.8777,-24.6385,5.0402,-25.7135,5.1859
3932,10583.5693,-25.6024,5.5206,-25.6263,5.2445
3933,10586.2610,-24.2364,4.7935,-24.9514,3.5237
3934,10588.9526,-22.9036,4.4879,-23.5768,4.0860
3935,10591.6443,-26.1094,4.3248,-26.0856,4.7101
3936,10594.3359,-24.8766,4.2586,-25.9586,5.9330
3937,10597.0276,-23.7073,6.6345,-24.5845,6.0222
3938,10599.7192,-24.6042,5.5074,-22.7488,4.4035
3939,10602.4109,-25.2509,2.4857,-23.3697,4.7210
3940,10605.1025,-26.4640,6.7010,-25.3944,7.1011
3941,10607.7942,-24.1916,4.6776,-26.3360,6.1718
3942,10610.4858,-24.9771,7.2571,-25.1153,4.4993
3943,10613.1775,-23.6710,3.7655,-23.2781,4.5144
3944,10615.8691,-22.9969,3.8410,-23.6868,3.0721
3945,10618.5608,-23.4122,4.0012,-23.9413,4.1251
3946,10621.2524,-23.4299,4.6415,-23.8470,5.6201
3947,10623.9441,-26.2143,6.2017,-26.1427,5.2475
3948,10626.6357,-25.8606,5.7645,-25.8154,5.3954
3949,10629.3274,-24.4583,4.2385,-23.3290,5.1011
3950,10632.0190,-23.5645,3.3417,-23.4709,5.0284
3951,10634.7107,-23.6775,4.7347,-25.5780,4.8147
3952,10637.4023,-26.2529,5.2571,-28.1363,4.4485
3953,10640.0940,-24.1656,3.3564,-24.9287,4.5969
3954,10642.7856,-24.4353,6.0885,-22.4426,4.5561
3955,10645.4773,-25.4575,4.8756,-23.1631,3.3476
3956,10648.1689,-25.2379,4.0294,-25.2393,5.4020
3957,10650.8606,-25.1617,4.8384,-23.1814,3.6709
3958,10653.5522,-25.8069,5.3329,-25.2113,6.0375
3959,10656.2439,-24.1046,4.4515,-25.2918,6.9786
3960,10658.9355,-23.7525,4.7993,-24.3299,5.8019
3961,10661.6272,-24.3230,4.8030,-24.5639,5.3923
3962,10664.3188,-26.1150,6.1507,-26.0582,5.8454
3963,10667.0105,-23.6499,5.1073,-23.7970,3.5944
3964,10669.7021,-22.9670,4.1679,-24.1945,5.2883
3965,10672.3938,-24.8207,6.4047,-25.2952,6.6921
3966,10675.0854,-26.2856,7.5633,-24.8636,6.8083
3967,10677.7771,-26.2467,6.6116,-25.5808,4.4519
3968,10680.4688,-26.6794,4.9356,-25.4361,5.6152
3969,10683.1604,-24.0916,4.5211,-25.7261,5.5497
3970,10685.8521,-24.5577,5.0604,-25.1964,5.1886
3971,10688.5437,-26.0556,5.0389,-23.8529,4.9462
3972,10691.2354,-24.7637,4.1911,-23.8971,4.5005
3973,10693.9270,-25.5545,5.6152,-23.7451,4.1243
3974,10696.6187,-27.9497,6.0861,-26.2768,4.2984
3975,10699.3103,-29.6523,6.8947,-27.1280,5.1250
3976,10702.0020,-27.9243,4.8885,-25.7422,5.3611
3977,10704.6936,-27.2444,6.2186,-25.5022,6.1686
3978,10707.3853,-25.3269,4.6952,-25.0215,6.3053
3979,10710.0769,-24.1722,4.6351,-24.7232,4.2747
3980,10712.7686,-25.1464,5.6510,-24.2490,4.1296
3981,10715.4602,-26.2939,4.4437,-26.4594,3.5441
3982,10718.1519,-28.3103,5.7835,-29.1031,5.4168
3983,10720.8435,-25.3015,4.2687,-25.5877,4.1864
3984,10723.5352,-26.4512,5.4621,-25.6793,4.1125
3985,10726.2268,-27.4323,4.3586,-26.0215,4.0436
3986,10728.9185,-25.2022,5.3014,-26.6222,6.2291
3987,10731.6101,-25.5002,5.5961,-25.4130,4.9840
3988,10734.3018,-28.9658,6.5273,-30.4041,5.8169
3989,10736.9934,-28.7539,5.0399,-29.5573,5.6845
3990,10739.6851,-30.6385,6.5578,-28.4859,5.3717
3991,10742.3767,-28.3487,5.3655,-25.3487,4.9448
3992,10745.0684,-26.2969,4.8067,-24.3907,5.4972
3993,10747.7600,-25.3108,3.9933,-25.3180,5.6509
3994,10750.4517,-29.7903,5.7970,-27.9795,4.1433
3995,10753.1433,-29.6668,5.8790,-29.0520,6.6647
3996,10755.8350,-24.9278,4.1718,-25.6227,3.9665
3997,10758.5266,-25.4779,4.4381,-28.7161,6.1571
3998,10761.2183,-26.8523,5.3259,-28.5263,4.6100
3999,10763.9099,-26.6958,5.1265,-26.6314,5.5138
4000,10766.6016,-25.6742,4.5932,-24.7555,4.8361
4001,10769.2932,-24.7605,5.4772,-23.5751,5.4783
4002,10771.9849,-26.4645,5.4640,-25.5936,3.4658
4003,10774.6765,-28.1382,4.8291,-28.7690,5.1554
4004,10777.3682,-26.9199,5.7189,-27.8056,5.5262
4005,10780.0598,-25.6650,3.6253,-26.2268,4.9571
4006,10782.7515,-26.5610,4.5654,-24.8908,4.0645
4007,10785.4431,-30.0476,4.5116,-28.6463,5.9283
4008,10788.1348,-27.1867,3.3217,-27.8735,4.6976
4009,10790.8264,-25.5904,3.6178,-26.4907,6.0770
4010,10793.5181,-24.7972,3.7272,-26.9392,5.9931
4011,10796.2097,-25.6983,5.5086,-27.4574,4.3787
4012,10798.9014,-26.5399,6.0484,-26.4043,5.9921
4013,10801.5930,-27.4543,6.1360,-25.6633,5.6319
4014,10804.2847,-27.3622,3.6569,-27.3671,3.9005
4015,10806.9763,-27.0071,5.0676,-26.9322,5.3322
4016,10809.6680,-26.8042,4.2359,-28.3887,7.5778
4017,10812.3596,-26.5780,4.7960,-28.4111,5.6754
4018,10815.0513,-26.6853,5.3258,-25.5845,5.2979
4019,10817.7429,-26.4101,4.5790,-26.2750,6.1530
4020,10820.4346,-24.9486,3.7743,-26.0061,4.9915
4021,10823.1262,-27.0534,4.3667,-26.2973,2.6251
4022,10825.8179,-27.3977,6.4991,-26.9426,4.9623
4023,10828.5095,-26.3527,6.7979,-24.6342,4.5672
4024,10831.2012,-26.9074,6.2898,-24.9658,4.3563
4025,10833.8928,-28.5988,7.7024,-26.8488,5.9137
4026,10836.5845,-26.3842,5.3772,-26.7616,5.2160
4027,10839.2761,-26.3240,4.6180,-25.2954,4.9734
4028,10841.9678,-27.2043,5.0449,-26.9800,5.1605
4029,10844.6594,-25.8249,5.3252,-26.0115,5.1271
4030,10847.3511,-25.5803,5.1230,-24.8531,4.8908
4031,10850.0427,-25.4927,4.0385,-25.1900,5.0088
4032,10852.7344,-27.2279,5.7315,-26.3184,5.2456
4033,10855.4260,-26.6202,4.1285,-26.8712,6.9259
4034,10858.1177,-24.2867,5.0447,-25.4030,5.3667
4035,10860.8093,-22.7056,4.1833,-24.0361,3.9345
4036,10863.5010,-27.3447,5.7407,-25.7131,5.5627
4037,10866.1926,-28.3182,6.7412,-25.6152,6.1259
4038,10868.8843,-27.4677,6.4820,-25.0758,4.7891
4039,10871.5759,-23.7640,4.6266,-25.5954,4.5320
4040,10874.2676,-21.9587,3.8235,-22.9740,4.9506
4041,10876.9592,-24.8156,3.1783,-23.8333,6.1597
4042,10879.6509,-23.9887,4.8087,-26.1325,5.9591
4043,10882.3425,-23.1011,4.0937,-24.8015,5.5135
4044,10885.0342,-24.2840,5.4299,-25.6377,5.2826
4045,10887.7258,-23.0985,4.9810,-24.5826,5.0204
4046,10890.4175,-23.8172,3.7142,-25.5606,4.9399
4047,10893.1091,-24.1866,5.9814,-25.2636,6.0508
4048,10895.8008,-23.6253,5.4250,-24.6322,6.3863
4049,10898.4924,-25.4426,7.4273,-23.9752,4.8898
4050,10901.1841,-23.6653,5.0404,-22.8493,4.5593
4051,10903.8757,-23.2986,4.0446,-22.4094,5.0840
4052,10906.5674,-25.6005,6.2487,-23.2001,3.8789
4053,10909.2590,-25.6001,4.9554,-24.1635,4.0105
4054,10911.9507,-24.1802,5.1229,-23.3510,3.1802
4055,10914.6423,-24.6978,6.1734,-22.4838,5.3984
4056,10917.3340,-23.7242,4.7607,-22.6321,4.8736
4057,10920.0256,-24.6014,6.9651,-23.8125,4.6560
4058,10922.7173,-25.9938,6.1366,-26.1260,5.7934
4059,10925.4089,-26.4975,4.5457,-27.5585,5.2089
4060,10928.1006,-29.1167,4.1441,-26.8777,7.4405
4061,10930.7922,-27.9810,5.7968,-26.9327,5.1604
4062,10933.4839,-26.8974,3.9053,-27.7869,4.2874
4063,10936.1755,-25.7678,5.2289,-25.9747,5.4308
4064,10938.8672,-24.6470,6.3390,-26.3875,6.5598
4065,10941.5588,-23.2280,4.5071,-25.5021,4.3621
4066,10944.2505,-27.4749,5.8968,-26.0289,3.5197
4067,10946.9421,-25.2819,3.8055,-25.1916,4.2826
4068,10949.6338,-25.5205,5.0535,-23.8390,4.9196
4069,10952.3254,-23.6365,5.5062,-24.0473,6.3817
4070,10955.0171,-22.8987,3.9970,-24.7109,4.4431
4071,10957.7087,-23.5713,3.2426,-24.5063,4.2298
4072,10960.4004,-22.5130,3.1168,-25.2773,5.2852
4073,10963.0920,-24.3834,4.7662,-25.8753,3.7759
4074,10965.7837,-24.5631,4.8506,-24.9876,5.8001
4075,10968.4753,-26.4595,4.3319,-24.3614,4.3009
4076,10971.1670,-24.0741,3.9177,-24.0492,4.5224
4077,10973.8586,-26.5152,5.6804,-26.7538,5.3477
4078,10976.5503,-25.5748,4.9586,-24.9828,4.7795
4079,10979.2419,-25.4990,5.4315,-25.7589,5.6575
4080,10981.9336,-25.9359,4.5234,-23.9543,4.4374
4081,10984.6252,-25.9716,5.0610,-23.8700,3.1720
4082,10987.3169,-24.2512,4.8656,-24.8620,4.7518
4083,10990.0085,-24.9384,5.5600,-25.6567,4.9781
4084,10992.7002,-25.0596,5.3362,-25.5982,5.4238
4085,10995.3918,-24.2135,6.0900,-25.1671,6.0653
4086,10998.0835,-25.5304,6.6951,-24.9234,4.6157
4087,11000.7751,-26.3463,6.7495,-26.0023,5.7691
4088,11003.4668,-26.1373,5.9894,-24.7279,3.6344
4089,11006.1584,-27.0284,4.6974,-26.6927,3.8527
4090,11008.8501,-24.9904,3.8843,-27.6666,4.2609
4091,11011.5417,-26.4977,4.5319,-29.5894,5.9552
4092,11014.2334,-26.7373,6.2910,-27.8977,6.5222
4093,11016.9250,-24.6217,5.2968,-24.5074,4.5271
4094,11019.6167,-24.4543,4.8723,-25.5342,4.3181
4095,11022.3083,-25.7932,6.1557,-27.5779,5.5733
4096,11025.0000,-25.7767,6.3467,-26.3906,5.4189
4097,11027.6917,-28.0599,5.2231,-28.1173,5.3374
4098,11030.3833,-27.9940,4.9542,-27.1894,3.9251
4099,11033.0750,-24.6857,3.8792,-25.9317,3.6228
4100,11035.7666,-24.1596,4.2955,-24.3211,4.2656
4101,11038.4583,-23.8552,6.3553,-23.1076,5.7539
4102,11041.1499,-24.9223,5.4391,-24.7947,5.9841
4103,11043.8416,-25.0853,4.1360,-23.7591,4.6910
4104,11046.5332,-26.6465,5.0545,-26.0662,3.9611
4105,11049.2249,-25.6603,4.2857,-26.3268,4.2998
4106,11051.9165,-24.3015,3.8842,-24.1032,3.3908
4107,11054.6082,-25.6899,5.5091,-25.8725,5.5324
4108,11057.2998,-22.5651,2.6549,-25.2093,4.6368
4109,11059.9915,-25.1235,3.7160,-27.1448,4.9425
4110,11062.6831,-24.7019,4.9442,-24.9324,4.5100
4111,11065.3748,-25.4471,3.8547,-26.0397,5.1482
4112,11068.0664,-26.6007,6.4665,-26.2542,4.7107
4113,11070.7581,-25.7710,2.8852,-26.5569,4.5350
4114,11073.4497,-25.5880,4.0395,-26.9086,4.9131
4115,11076.1414,-27.3656,5.1172,-26.0455,5.7206
4116,11078.8330,-25.0832,5.9537,-26.6194,4.3736
4117,11081.5247,-24.4002,5.2805,-26.0750,5.7458
4118,11084.2163,-28.3776,4.6770,-28.1626,6.0720
4119,11086.9080,-27.7019,4.4460,-27.0771,4.7165
4120,11089.5996,-26.6150,4.9216,-26.3629,5.4053
4121,11092.2913,-25.3112,3.4773,-25.4608,5.0868
4122,11094.9829,-24.4071,4.3816,-24.5766,3.3369
4123,11097.6746,-24.9922,5.3932,-24.9181,3.7590
4124,11100.3662,-26.1835,3.9171,-23.6781,3.2454
4125,11103.0579,-27.6537,5.9901,-26.9915,6.4920
4126,11105.7495,-24.8437,5.5055,-24.3264,4.8513
4127,11108.4412,-23.9739,4.2384,-24.4181,5.0678
4128,11111.1328,-25.2027,3.9129,-24.8012,4.2032
4129,11113.8245,-27.6750,4.8178,-26.4087,5.6156
4130,11116.5161,-29.6695,6.2277,-26.1881,4.4844
4131,11119.2078,-26.0180,4.7660,-24.3778,4.6125
4132,11121.8994,-22.5008,3.9557,-23.0984,3.7751
4133,11124.5911,-24.1790,4.3774,-24.5993,3.8557
4134,11127.2827,-26.8913,4.6509,-27.7010,5.4151
4135,11129.9744,-26.4960,5.2115,-25.4133,5.0478
4136,11132.6660,-25.8777,4.9079,-24.4496,5.0411
4137,11135.3577,-25.9540,4.6787,-25.6071,4.4131
4138,11138.0493,-25.6452,4.0247,-25.6182,4.7704
4139,11140.7410,-27.4314,5.1304,-26.7204,4.6053
4140,11143.4326,-27.5835,5.1841,-26.4180,4.9148
4141,11146.1243,-27.6077,6.3924,-24.7942,4.3529
4142,11148.8159,-25.7914,5.7973,-25.2308,3.8728
4143,11151.5076,-24.9661,4.9061,-23.8021,3.1060
4144,11154.1992,-25.4613,5.7309,-25.1487,4.2855
4145,11156.8909,-24.9490,6.1363,-27.2494,5.6172
4146,11159.5825,-22.8673,2.9795,-25.9152,5.2940
4147,11162.2742,-26.3691,4.2491,-25.1059,4.5798
4148,11164.9658,-26.8700,4.6299,-26.1146,3.6881
4149,11167.6575,-25.0775,5.1163,-25.8809,5.1133
4150,11170.3491,-25.2519,6.3104,-25.8026,4.3911
4151,11173.0408,-22.8736,4.3388,-24.7275,4.5739
4152,11175.7324,-24.7594,5.3299,-26.4931,5.7532
4153,11178.4241,-24.5558,4.1548,-26.1671,5.2083
4154,11181.1157,-25.9703,4.6664,-26.2734,6.8701
4155,11183.8074,-25.3443,4.9725,-25.8312,4.9031
4156,11186.4990,-24.4311,5.1055,-25.3490,4.3021
4157,11189.1907,-23.9981,3.8727,-26.7798,4.8802
4158,11191.8823,-25.1138,5.9656,-24.7268,5.9813
4159,11194.5740,-24.9673,2.9890,-24.8764,4.7231
4160,11197.2656,-21.8184,3.3780,-23.7896,5.8250
4161,11199.9573,-22.7731,3.7228,-24.8617,4.6077
4162,11202.6489,-28.5926,6.8397,-25.3215,4.6135
4163,11205.3406,-26.7276,4.9144,-24.8593,4.7746
4164,11208.0322,-23.2916,3.9938,-22.7174,4.9309
4165,11210.7239,-24.0141,4.1365,-24.6242,3.6096
4166,11213.4155,-25.7779,3.8218,-24.9432,5.0193
4167,11216.1072,-24.8715,5.1044,-24.5672,4.3834
4168,11218.7988,-24.8780,4.2940,-23.7840,4.5265
4169,11221.4905,-26.2788,5.6172,-24.7832,5.6355
4170,11224.1821,-27.0019,6.0021,-27.1268,6.5462
4171,11226.8738,-25.4320,3.3480,-25.2616,6.6758
4172,11229.5654,-26.3523,4.3615,-27.9020,5.9382
4173,11232.2571,-27.8567,4.9510,-27.2488,3.9807
4174,11234.9487,-25.1359,5.1010,-24.3272,4.7012
4175,11237.6404,-26.1346,5.5194,-24.8935,5.7355
4176,11240.3320,-26.7400,4.7405,-26.4685,6.7954
4177,11243.0237,-28.2818,7.1234,-26.7733,5.0231
4178,11245.7153,-25.1525,4.6250,-24.1714,3.0711
4179,11248.4070,-25.5600,5.1774,-24.8528,5.3570
4180,11251.0986,-26.5187,6.0969,-24.2473,3.9651
4181,11253.7903,-24.6278,4.5640,-24.9831,6.0129
4182,11256.4819,-24.1846,5.7725,-24.5562,4.6050
4183,11259.1736,-25.1567,5.4915,-25.9527,4.1430
4184,11261.8652,-26.5383,6.8837,-26.4795,4.6719
4185,11264.5569,-26.1731,6.2729,-27.2535,5.2480
4186,11267.2485,-27.7149,6.3216,-26.7116,6.0995
4187,11269.9402,-25.0283,4.1235,-24.3617,5.4393
4188,11272.6318,-24.4786,4.6163,-23.7525,5.1392
4189,11275.3235,-24.1909,3.9129,-24.4602,4.0516
4190,11278.0151,-26.1509,5.7727,-24.5120,4.5406
4191,11280.7068,-25.9101,6.4319,-25.3502,6.3515
4192,11283.3984,-24.5832,4.7585,-25.3064,5.1159
4193,11286.0901,-26.1638,5.9217,-24.3059,6.3420
4194,11288.7817,-25.1849,4.3592,-24.9380,4.7514
4195,11291.4734,-24.3067,4.5414,-25.2202,4.6756
4196,11294.1650,-26.1701,4.3347,-25.0444,5.3958
4197,11296.8567,-29.0532,6.2392,-25.7350,4.6621
4198,11299.5483,-26.2076,3.9758,-25.1659,3.6117
4199,11302.2400,-27.3592,5.6700,-27.2307,6.0457
4200,11304.9316,-25.2460,5.3978,-26.5195,4.8347
4201,11307.6233,-25.9914,6.3534,-26.2481,5.1543
4202,11310.3149,-24.1371,2.9216,-24.8184,5.4331
4203,11313.0066,-23.6185,4.6427,-23.8116,4.3583
4204,11315.6982,-24.3281,4.4352,-23.7660,3.6215
4205,11318.3899,-25.6111,4.6225,-25.8093,4.3562
4206,11321.0815,-24.6055,4.2717,-26.0084,4.7237
4207,11323.7732,-25.5247,5.9886,-25.2763,4.8487
4208,11326.4648,-26.2286,4.9477,-25.9138,5.8592
4209,11329.1565,-24.0415,4.9760,-25.9664,6.9787
4210,11331.8481,-23.7884,4.2558,-24.9695,4.9485
4211,11334.5398,-24.2759,5.5675,-24.8298,5.8509
4212,11337.2314,-23.7204,4.0824,-25.3087,5.3962
4213,11339.9231,-25.6301,6.3713,-25.9274,5.9835
4214,11342.6147,-25.0863,5.7544,-24.6362,4.7504
4215,11345.3064,-26.6550,6.0590,-25.1326,5.3896
4216,11347.9980,-24.0420,4.3550,-24.9587,5.5616
4217,11350.6897,-24.6437,3.4104,-24.5118,3.2368
